1,tcp,http,SF,364,478,0,0,0,2,11,0.00,0.00,0.00,0.00,1.00,0.00,0.82,12,60,1.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,192.168.4.119,3747,202.210.143.140
0,tcp,http,SF,453,3963,0,0,0,1,12,0.00,0.00,0.00,0.00,1.00,0.00,0.92,7,61,1.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,192.168.2.109,3944,95.211.98.12
2,tcp,http,SF,1139,35214,0,0,0,0,13,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,61,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,192.168.4.119,3746,210.188.202.202
1,tcp,http,SF,379,952,0,0,0,2,12,0.00,0.00,0.00,0.00,1.00,0.00,0.83,13,62,1.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,192.168.4.119,3750,202.210.143.140
0,tcp,http,SF,365,1678,0,0,0,3,13,0.00,0.00,0.00,0.00,1.00,0.00,0.77,4,63,1.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,192.168.1.101,4608,203.73.24.75
0,tcp,http,SF,379,952,0,0,0,2,11,0.00,0.00,0.00,0.00,1.00,0.00,0.82,14,63,1.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,192.168.4.119,3751,202.210.143.140
0,tcp,http,SF,453,2808,0,0,0,1,12,0.00,0.00,0.00,0.00,1.00,0.00,0.92,8,64,1.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,192.168.2.109,3948,95.211.98.12
0,tcp,http,SF,364,478,0,0,0,3,13,0.00,0.00,0.00,0.00,1.00,0.00,0.77,15,65,1.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,192.168.4.119,3754,202.210.143.140
0,tcp,http,SF,363,1601,0,0,0,3,14,0.00,0.00,0.00,0.00,1.00,0.00,0.79,5,65,1.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,192.168.1.101,4609,203.73.24.75
0,tcp,http,SF,366,1183,0,0,0,3,14,0.00,0.00,0.00,0.00,1.00,0.00,0.79,6,66,1.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,192.168.1.101,4610,203.73.24.75
0,tcp,http,SF,453,2879,0,0,0,2,13,0.00,0.00,0.00,0.00,1.00,0.00,0.85,9,66,1.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,192.168.2.109,3949,95.211.98.12
0,tcp,http,SF,367,1591,0,0,0,4,14,0.00,0.00,0.00,0.00,1.00,0.00,0.71,7,66,1.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,192.168.1.101,4611,203.73.24.75
15,tcp,http,SF,675,1376,0,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1,66,1.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,192.168.4.121,51072,91.190.170.71
0,tcp,http,SF,453,3389,0,0,0,2,9,0.00,0.00,0.00,0.00,1.00,0.00,0.78,10,66,1.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,192.168.2.109,3951,95.211.98.12
9,tcp,http,SF,1455,44709,0,0,0,1,9,0.00,0.00,0.00,0.00,1.00,0.00,0.89,2,67,1.00,0.00,0.00,0.97,0.00,0.00,0.00,0.00,192.168.4.121,51074,91.190.170.71
15,tcp,http,SF,1727,36495,0,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,68,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,192.168.1.103,1087,209.62.20.192
0,tcp,http,SF,361,1659,0,0,0,3,9,0.00,0.00,0.00,0.00,1.00,0.00,0.67,8,68,1.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,192.168.1.101,4612,203.73.24.75
7,tcp,http,SF,419,699,0,0,0,0,9,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2,69,1.00,0.00,0.00,0.97,0.00,0.00,0.00,0.00,192.168.4.121,51076,202.27.14.71
1,tcp,http,SF,434,2806,0,0,0,3,9,0.00,0.00,0.00,0.00,1.00,0.00,0.67,9,70,1.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,192.168.1.101,4613,203.73.24.75
0,tcp,http,SF,352,654,0,0,0,0,10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,70,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,192.168.1.103,1090,59.106.97.232
0,tcp,http,SF,453,2690,0,0,0,1,9,0.00,0.00,0.00,0.00,1.00,0.00,0.89,11,71,1.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,192.168.2.109,3952,95.211.98.12
37,tcp,http,SF,3140,74636,0,0,0,0,10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,72,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,192.168.1.103,1078,99.192.135.172
1,tcp,http,SF,434,2806,0,0,0,2,9,0.00,0.00,0.00,0.00,1.00,0.00,0.78,10,73,1.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,192.168.1.101,4614,203.73.24.75
5,tcp,http,SF,1319,35334,0,0,0,0,9,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1,73,1.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,192.168.4.119,3753,210.188.202.202
4,tcp,http,SF,362,478,0,0,0,0,7,0.00,0.00,0.00,0.00,0.00,0.00,1.00,13,73,1.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,192.168.4.119,3761,202.210.143.140
1,tcp,http,SF,353,672,0,0,0,1,8,0.00,0.00,0.00,0.00,1.00,0.00,0.88,1,74,1.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,192.168.1.103,1091,59.106.97.232
1,tcp,http,SF,530,5084,0,0,0,2,9,0.00,0.00,0.00,0.00,1.00,0.00,0.78,11,75,1.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,192.168.1.101,4615,203.73.24.75
0,tcp,http,SF,336,1031,0,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1,75,1.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,192.168.2.109,3953,75.126.182.186
0,tcp,http,SF,453,2622,0,0,0,1,9,0.00,0.00,0.00,0.00,1.00,0.00,0.89,12,76,1.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,192.168.2.109,3954,95.211.98.12
4,tcp,http,SF,2341,97330,0,0,0,0,9,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3,76,1.00,0.00,0.00,0.96,0.00,0.00,0.00,0.00,192.168.4.121,51079,202.27.14.71
9,tcp,http,SF,439,1014,0,0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14,77,1.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,192.168.4.119,3760,202.210.143.140
10,tcp,http,SF,1103,29917,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1,78,1.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,192.168.4.119,3755,210.232.32.150
